## Date:  August 8, 1998
##
## The Carnegie Mellon Pronouncing Dictionary [cmudict.0.6] is Copyright 1998
## by Carnegie Mellon University. Use of this dictionary, for any research or
## commercial purpose, is completely unrestricted.  If you make use of or
## redistribute this material, we would appreciate acknowlegement of its
## origin.
##
## cmudict.0.6 is the fifth release of cmudict, first released as cmudict.0.1
## in September of 1993.  There was no generally available public release 
## of version 0.5.
##
## See the README in this directory before you use this dictionary.
##
## Thanks to Bill Huggins at BBN; Bill Fisher at NIST; Alex Hauptman,
## Alex Rudnicky, Jack Mostow, Roni Rosenfeld, Richard Stern,
## Matthew Siegler, Kevin Lenzo, Maxine Eskenazi, Mosur Ravishankar,
## Eric Thayer, Kristie Seymore, and Raj Reddy at CMU; Lin Chase at
## LIMSI; Doug Paul at MIT Lincoln Labs; Ben Serridge at MIT SLS; Murray 
## Spiegel at Bellcore; Tony Robinson at Cambridge UK; David Bowness of 
## CAE Electronics Ltd. and CRIM; Stephen Hocking; Jerry Quinn at BNR 
## Canada, and Marshal Midden for bringing to our attention problems and 
## inadequacies with the first releases. Most special thanks to Bob Weide 
## for all his work on prior versions of the dictionary.
##
## We welcome input from users and will continue to acknowledge such input
## in subsequent releases. If I failed to acknowledge your input in this
## release, please remind me and I will update these comments. If I failed to
## fix things that you brought to my attention, please remind me and have
## patience. If I actually fixed things that you brought to my attention and
## you appreciate it, I wouldn't mind a pat on the back.
##
## This version differs from previous releases of cmudict most significantly
## in the addition of new words from the common ARPA tasks for 1996 and 1997.
##
## There are undoubtedly still errors and inconsistencies in this dictionary
## so keep your eyes open for problems and mail them to me.
##
## We hope this dictionary is an improvement over cmudict.0.4.
## 
## email: cmudict@cs.cmu.edu
## web:   http://www.speech.cs.cmu.edu/cgi-bin/cmudict
## ftp:   ftp://ftp.cs.cmu.edu/project/speech/dict/
##
## Thank you for your continued interest in the CMU Pronouncing 
## Dictionary.  Further addictions and improvements are planned
## for forthcoming releases.
##
!exclamation-point  ɛk - sklə - ˈmeɪ - ʃən - pɔɪnt
"close-quote  ˈkloʊz - ˈkwoʊt
polarizing  ˈpoʊ - lɚ - aɪ - zɪŋ
polarography  poʊ - lɚ - ˈɑ - grə - fi
polaroid  ˈpoʊ - lɚ - ɔɪd
polaroid's  ˈpoʊ - lɚ - ɔɪdz
polaroids  ˈpoʊ - lɚ - ɔɪdz
polasek  pə - ˈlɑ - sɛk
polaski  pə - ˈlɑs - ki
polasky  pə - ˈlɑs - ki
polce  ˈpoʊls
polcyn  ˈpoʊl - sɪn
polder  ˈpoʊl - dɚ
pole  ˈpoʊl
polecat  ˈpoʊl - kæt
polecats  ˈpoʊl - kæts
polek  ˈpoʊ - lɛk
polemic  pə - ˈlɛ - mɪk
polemical  pə - ˈlɛ - mə - kəl
polemicist  pə - ˈlɛ - mə - səst
polemics  poʊ - ˈlɛ - mɪks
polen  ˈpoʊ - lən
poles  ˈpoʊlz
poletti  poʊ - ˈlɛ - ti
polevanov  pə - ˈlɛ - və - nɑv
polevoi  ˈpoʊ - lə - vɔɪ
poleward  ˈpoʊl - wɚd
poley  ˈpoʊ - li
polgar  ˈpoʊl - gɚ
polhamus  ˈpoʊl - hə - mɪs
polhemus  ˈpoʊl - hɪ - məs
polhill  ˈpoʊl - hɪl
poli  ˈpoʊ - li
poli(2)  ˈpoʊ - laɪ
policastro  poʊ - li - ˈkæ - stroʊ
police  pə - ˈlis
police's  pə - ˈli - sɪz
policed  pə - ˈlist
policeman  pə - ˈlis - mən
policeman's  pə - ˈlis - mənz
policemen  pə - ˈlis - mɪn
polices  pə - ˈli - sɪz
policewoman  pə - ˈlis - wʊ - mən
policewomen  pə - ˈlis - wɪ - mɛn
polich  ˈpɑ - lɪk
policies  ˈpɑ - lə - siz
policing  pə - ˈli - sɪŋ
policy  ˈpɑ - lə - si
policy's  ˈpɑ - lə - siz
policyholder  ˈpɑ - lə - si - hoʊl - dɚ
policyholder's  ˈpɑ - lə - si - hoʊl - dɚz
policyholders  ˈpɑ - lə - si - hoʊl - dɚz
policyholders'  ˈpɑ - lə - si - hoʊl - dɚz
policymaker  ˈpɑ - lə - si - meɪ - kɚ
policymakers  ˈpɑ - lə - si - meɪ - kɚz
policymaking  ˈpɑ - lə - si - meɪ - kɪŋ
polidori  poʊ - li - ˈdɔ - ri
polidoro  poʊ - li - ˈdɔ - roʊ
polifroni  pɑ - lə - ˈfroʊ - ni
polimeni  poʊ - li - ˈmɛ - ni
polin  ˈpoʊ - lɪn
poling  ˈpoʊ - lɪŋ
polino  poʊ - ˈli - noʊ
polinski  pə - ˈlɪn - ski
polinsky  pə - ˈlɪn - ski
polio  ˈpoʊ - li - oʊ
poliquin  poʊ - li - ˈkwin
polis  ˈpoʊ - ləs
polis(2)  ˈpoʊ - laɪz
polisario  poʊ - lɪ - ˈsɛ - ri - oʊ
polish  ˈpɑ - lɪʃ
polish(2)  ˈpoʊ - lɪʃ
polished  ˈpɑ - lɪʃt
polishing  ˈpɑ - lɪ - ʃɪŋ
politano  poʊ - li - ˈtɑ - noʊ
politburo  ˈpɑ - lət - byʊ - roʊ
politburo's  ˈpɑ - lət - byʊ - roʊz
polite  pə - ˈlaɪt
politely  pə - ˈlaɪt - li
politeness  pə - ˈlaɪt - nəs
polites  pə - ˈlaɪts
politi  poʊ - ˈli - ti
politic  ˈpɑ - lə - tɪk
political  pə - ˈlɪ - tə - kəl
political(2)  pə - ˈlɪ - tɪ - kəl
politically  pə - ˈlɪ - tɪ - kə - li
politically(2)  ˈplɪ - tɪk - li
politician  pɑ - lə - ˈtɪ - ʃən
politician's  pɑ - lə - ˈtɪ - ʃənz
politicians  pɑ - lə - ˈtɪ - ʃənz
politicians'  pɑ - lə - ˈtɪ - ʃənz
politicization  pə - lɪ - tə - sə - ˈzeɪ - ʃən
politicize  pə - ˈlɪ - tɪ - saɪz
politicized  pə - ˈlɪ - tɪ - saɪzd
politicizing  pə - ˈlɪ - tɪ - saɪ - zɪŋ
politicking  ˈpɑ - lə - tɪ - kɪŋ
politico  pə - ˈlɪ - tɪ - koʊ
politicos  pə - ˈlɪ - tɪ - koʊz
politics  ˈpɑ - lə - tɪks
politics'  ˈpɑ - lə - tɪks
politis  ˈpɑ - laɪ - tɪs
polito  poʊ - ˈli - toʊ
politte  pə - ˈlɪt
polity  ˈpɑ - lə - ti
politz  ˈpɑ - lɪts
polivka  poʊ - ˈliv - kə
polizzi  poʊ - ˈlit - si
polje  ˈpoʊl - dʒi
polk  ˈpoʊk
polk's  ˈpoʊks
polk's(2)  ˈpoʊlks
polk(2)  ˈpoʊlk
polka  ˈpoʊl - kə
polka(2)  ˈpoʊ - kə
polkas  ˈpoʊl - kəz
polkas(2)  ˈpoʊ - kəz
polkinghorn  ˈpoʊl - kɪŋ - hɔrn
poll  ˈpoʊl
poll's  ˈpoʊlz
pollack  ˈpɑ - lək
pollack's  ˈpɑ - ləks
pollak  ˈpɑ - lək
pollan  ˈpɑ - lən
polland  ˈpɑ - lənd
pollard  ˈpɑ - lɚd
pollard's  ˈpɑ - lɚdz
polled  ˈpoʊld
pollen  ˈpɑ - lən
pollens  ˈpɑ - lənz
pollet  ˈpɑ - lɪt
pollett  ˈpɑ - lɪt
polley  ˈpɑ - li
pollick  ˈpɑ - lɪk
pollina  poʊ - ˈli - nə
pollinate  ˈpɑ - lə - neɪt
pollinated  ˈpɑ - lɪ - neɪ - tɪd
pollinates  ˈpɑ - lə - neɪts
pollination  pɑ - lə - ˈneɪ - ʃən
polling  ˈpoʊ - lɪŋ
pollinger  ˈpoʊ - lɪ - ŋɚ
pollini  pə - ˈli - ni
pollinia  pɑ - ˈlɪ - ni - ə
pollino  poʊ - ˈli - noʊ
pollio  ˈpɑ - li - oʊ
pollitt  ˈpɑ - lɪt
pollman  ˈpoʊl - mən
pollner  ˈpoʊl - nɚ
pollo  ˈpɑ - loʊ
pollock  ˈpɑ - lək
polloi  pɑ - ˈlɔɪ
pollok  ˈpɑ - lək
polls  ˈpoʊlz
pollster  ˈpoʊl - stɚ
pollsters  ˈpoʊl - stɚz
pollutant  pə - ˈlu - tənt
pollutants  pə - ˈlu - tənts
pollute  pə - ˈlut
polluted  pə - ˈlu - təd
polluted(2)  pə - ˈlu - tɪd
polluter  pə - ˈlu - tɚ
polluters  pə - ˈlu - tɚz
pollutes  pə - ˈluts
polluting  pə - ˈlu - tɪŋ
pollution  pə - ˈlu - ʃən
pollux  ˈpɑ - ləks
polly  ˈpɑ - li
polly's  ˈpɑ - liz
pollyanna  pɑ - li - ˈæ - nə
polo  ˈpoʊ - loʊ
polo's  ˈpoʊ - loʊz
polonaise  pɑ - lə - ˈneɪz
polonium  pə - ˈloʊ - ni - əm
polonsky  pə - ˈlɑn - ski
pols  ˈpoʊlz
polsby  ˈpoʊlz - bi
polsinelli  poʊl - si - ˈnɛ - li
polskin  ˈpɑl - skɪn
polskin(2)  ˈpoʊl - skɪn
polsky  ˈpoʊl - ski
polson  ˈpoʊl - sən
polster  ˈpoʊl - stɚ
polston  ˈpoʊl - stən
poltergeist  ˈpoʊl - tɚ - gaɪst
poltergeists  ˈpoʊl - tɚ - gaɪsts
poltergeists(2)  ˈpoʊl - tɚ - gaɪss
poltergeists(3)  ˈpoʊl - tɚ - gaɪs
poltrack  ˈpoʊl - træk
polus  ˈpoʊ - ləs
poly  ˈpɑ - li
poly's  ˈpɑ - liz
polyacetylene  pɑ - li - ə - ˈsɛ - tə - lin
polyak  ˈpɑ - li - æk
polyamide  pɑ - li - ˈæ - maɪd
polyandrous  pɑ - li - ˈæn - drəs
polyandry  pɑ - li - ˈæn - dri
polybutylene  pɑ - li - ˈbyu - tə - lin
polycarpic  pɑ - lɪ - ˈkɑr - pɪk
polycarpic(2)  pɑ - li - ˈkɑr - pɪk
polycast  ˈpɑ - li - kæst
polychlorinate  pɑ - li - ˈklɔ - rɪ - neɪt
polychlorinated  pɑ - li - ˈklɔ - rɪ - neɪ - tɪd
polychrome  ˈpɑ - lɪ - kroʊm
polychrome(2)  ˈpɑ - li - kroʊm
polyconomics  pɑ - lɪ - kə - ˈnɑ - mɪks
polyester  pɑ - li - ˈɛ - stɚ
polyesters  ˈpɑ - li - ɛ - stɚz
polyethylene  pɑ - li - ˈɛ - θə - lin
polygamous  pə - ˈlɪ - gə - məs
polygamy  pə - ˈlɪ - gə - mi
polyglot  ˈpɑ - li - glɑt
polygon  ˈpɑ - lɪ - gɑn
polygon(2)  ˈpɑ - li - gɑn
polygonal  pə - ˈlɪ - gə - nəl
polygram  ˈpɑ - li - græm
polygram's  ˈpɑ - lɪ - græmz
polygraph  ˈpɑ - lɪ - græf
polygraphs  ˈpɑ - li - græfs
polygynous  pə - ˈlɪ - dʒə - nəs
polygyny  pə - ˈlɪ - dʒə - ni
polyhedron  pɑ - lɪ - ˈhi - drən
polyhedron(2)  pɑ - li - ˈhi - drən
polyhedrons  pɑ - lɪ - ˈhi - drənz
polyhedrons(2)  pɑ - li - ˈhi - drənz
polyhemoglobin  pɑ - lɪ - hə - ˈmɑ - glə - bɪn
polyhemoglobin(2)  pɑ - li - hə - ˈmɑ - glə - bɪn
polymarker  pɑ - li - ˈmɑr - kɚ
polymarkers  pɑ - li - ˈmɑr - kɚz
polymer  ˈpɑ - lə - mɚ
polymerase  ˈpɑ - lɪ - mɚ - eɪs
polymerize  ˈpɑ - lɪ - mɚ - aɪz
polymerized  ˈpɑ - lɪ - mɚ - aɪzd
polymerizes  ˈpɑ - lɪ - mɚ - aɪ - zəz
polymers  ˈpɑ - lɪ - mɚz
polymorph  ˈpɑ - li - mɔrf
polymorphic  pɑ - li - ˈmɔr - fɪk
polymorphism  pɑ - li - ˈmɔr - fɪ - zəm
polymorphism(2)  pɑ - li - ˈmɔr - fɪzm
polynesia  pɑ - lɪ - ˈni - ʒə
polynesian  pɑ - lɪ - ˈni - ʒən
polynomial  pɑ - lɪ - ˈnoʊ - mi - əl
polyp  ˈpɑ - ləp
polyphase  ˈpɑ - lɪ - feɪz
polyphonic  pɑ - lɪ - ˈfɑ - nɪk
polyphony  pə - ˈlɪ - fə - ni
polypropylene  pɑ - li - ˈproʊ - pə - lin
polyps  ˈpɑ - lɪps
polysaccharide  pɑ - lɪ - ˈsæ - kɚ - aɪd
polysaccharide(2)  pɑ - li - ˈsæ - kɚ - aɪd
polysaccharides  pɑ - lɪ - ˈsæ - kɚ - aɪdz
polysaccharides(2)  pɑ - li - ˈsæ - kɚ - aɪdz
polysar  ˈpɑ - lɪ - sɑr
polysar's  ˈpɑ - lɪ - sɑrz
polysilicon  pɑ - li - ˈsɪ - lɪ - kɑn
polystyrene  pɑ - lɪ - ˈstaɪ - rin
polystyrene(2)  pɑ - li - ˈstaɪ - rin
polytech  pɑ - lɪ - ˈtɛk
polytech(2)  pɑ - li - ˈtɛk
polytechnic  pɑ - lɪ - ˈtɛk - nɪk
polytechnic(2)  pɑ - li - ˈtɛk - nɪk
polytechnologies  pɑ - li - tɛk - ˈnɑ - lə - dʒiz
polytechnology  pɑ - li - tɛk - ˈnɑ - lə - dʒi
polytheism  ˈpɑ - lɪ - θi - ɪ - zəm
polytheistic  pɑ - lɪ - θi - ˈɪ - stɪk
polyurethane  pɑ - li - ˈʊ - rə - θeɪn
polyvinyl  pɑ - li - ˈvaɪ - nəl
polzer  ˈpoʊl - zɚ
polzin  ˈpoʊl - zɪn
pom  ˈpɔm
poma  ˈpoʊ - mə
pombo  ˈpɑm - boʊ
pomerance  ˈpɑ - mɚ - ˈæns
pomerania  pɑ - mɚ - ˈeɪ - ni - ə
pomeranian  pɑ - mɚ - ˈeɪ - ni - ən
pomerantz  ˈpɑ - mɚ - ænts
pomeranz  ˈpɑ - mɚ - ˈæns
pomerleau  ˈpɑ - mɚ - loʊ
pomeroy  ˈpɑ - mɚ - ɔɪ
pomicino  poʊ - mɪ - ˈsi - noʊ
pommel  ˈpɑ - məl
pommer  ˈpɑ - mɚ
pommier  ˈpɑ - mi - ɚ
pomodoro  pɑ - mə - ˈdɔ - roʊ
pomology  poʊ - ˈmɑ - lə - dʒi
pomona  poʊ - ˈmoʊ - nə
pomp  ˈpɑmp
pompa  ˈpɑm - pə
pompadur  ˈpɑm - pə - dɚ
pompano  ˈpɑm - pə - noʊ
pompeo  ˈpoʊm - pi - oʊ
pomper  ˈpɑm - pɚ
pompey  ˈpɑm - pi
pompidou  ˈpɑm - pɪ - du
pompilio  poʊm - ˈpi - li - oʊ
pomplun  ˈpɑm - plən
pompon  ˈpɑm - pɑn
pomponio  poʊm - ˈpoʊ - ni - oʊ
pompons  ˈpɑm - pɑnz
pomposity  pɑm - ˈpɑ - sɪ - ti
pompous  ˈpɑm - pəs
pompousness  ˈpɑm - pəs - nəs
pomrenze  ˈpɑm - rənz
pomroy  ˈpɑm - rɔɪ
pon  ˈpɑn
ponce  ˈpoʊn - seɪ
ponce(2)  ˈpɑns
poncet  ˈpɑn - sət
ponchan  ˈpɑn - tʃən
poncho  ˈpɑn - tʃoʊ
ponchos  ˈpɑn - tʃoʊz
pond  ˈpɑnd
pond's  ˈpɑndz
ponder  ˈpɑn - dɚ
pondered  ˈpɑn - dɚd
pondering  ˈpɑn - dɚ - ɪŋ
ponderosa  pɑn - dɚ - ˈoʊ - sə
ponderosa's  pɑn - dɚ - ˈoʊ - səz
ponderous  ˈpɑn - dɚ - əs
ponders  ˈpɑn - dɚz
ponds  ˈpɑndz
pong  ˈpɔŋ
pongratz  ˈpɑŋ - grəts
poniatowski  pə - ni - ə - ˈtɔfs - ki
ponied  ˈpoʊ - nid
ponies  ˈpoʊ - niz
pons  ˈpɑnz
ponsolle  ˈpɑn - soʊl
pont  ˈpɑnt
pont's  ˈpɑnts
pontarelli  poʊn - tɑ - ˈrɛ - li
pontbriand  ˈpɑnt - bri - ənd
ponte  ˈpɑnt
pontes  ˈpoʊn - tɛs
ponti  ˈpɑn - ti
pontiac  ˈpɑn - ti - æk
pontiac's  ˈpɑn - ti - æks
pontiac's(2)  ˈpɑ - ni - æks
pontiac(2)  ˈpɑ - ni - æk
pontiacs  ˈpɑn - ti - æks
pontiacs(2)  ˈpɑ - ni - æks
pontiff  ˈpɑn - təf
pontiff's  ˈpɑn - təfs
pontiff(2)  ˈpɑn - tɪf
pontifical  pɑn - ˈtɪ - fə - kəl
pontificate  pɑn - ˈtɪ - fə - keɪt
pontificated  pɑn - ˈtɪ - fə - keɪ - tɪd
pontificater  pɑn - ˈtɪ - fə - keɪ - tɚ
pontificaters  pɑn - ˈtɪ - fə - keɪ - tɚz
pontificates  pɑn - ˈtɪ - fə - keɪts
pontificating  pɑn - ˈtɪ - fə - keɪ - tɪŋ
pontification  pɑn - tɪ - fə - ˈkeɪ - ʃən
pontifications  pɑn - tɪ - fə - ˈkeɪ - ʃənz
pontikes  pɑn - ˈti - kɛz
pontillo  poʊn - ˈtɪ - loʊ
pontious  ˈpoʊn - ʃɪs
pontius  ˈpɑn - ti - ɪs
ponto  ˈpɑn - toʊ
ponton  ˈpɑn - tən
pontoon  pɑn - ˈtun
pontoons  pɑn - ˈtunz
ponts  ˈpɑnts
pony  ˈpoʊ - ni
ponytail  ˈpoʊ - ni - teɪl
ponzetti  pɑn - ˈzɛ - ti
ponzi  ˈpɑn - zi
ponzio  ˈpɑn - zi - oʊ
ponzo  ˈpɑn - zoʊ
poo  ˈpu
pooch  ˈputʃ
pooches  ˈpu - tʃɪz
poodle  ˈpu - dəl
poodles  ˈpu - dəlz
poof  ˈpuf
pooh  ˈpu
poohed  ˈpud
pool  ˈpul
pool's  ˈpulz
pool-side  ˈpul - ˈsaɪd
poole  ˈpul
pooled  ˈpuld
pooler  ˈpu - lɚ
pooley  ˈpu - li
pooling  ˈpu - lɪŋ
pools  ˈpulz
poolside  ˈpul - saɪd
poon  ˈpun
poop  ˈpup
pooped  ˈpupt
pooper  ˈpu - pɚ
poopers  ˈpu - pɚz
poops  ˈpups
poor  ˈpʊr
poor's  ˈpʊrz
poor-spirited  ˈpʊr - ˈspɪ - rɪ - tɪd
poor-spiritedness  ˈpʊr - ˈspɪ - rɪ - tɪd - nəs
poorbaugh  ˈpʊr - bɔ
poore  ˈpʊr
poorer  ˈpʊ - rɚ
poorest  ˈpʊ - rɪst
poorhouse  ˈpʊr - haʊs
poorly  ˈpʊr - li
poorman  ˈpʊr - mən
poors  ˈpʊrz
poors(2)  ˈpɔrz
pooser  ˈpu - zɚ
poovey  ˈpu - vi
pop  ˈpɑp
pop's  ˈpɑps
popa  ˈpoʊ - pə
popcorn  ˈpɑp - kɔrn
pope  ˈpoʊp
pope's  ˈpoʊps
popeil  poʊ - ˈpil
popejoy  ˈpoʊp - dʒɔɪ
popejoy's  ˈpoʊp - dʒɔɪz
popek  ˈpoʊ - pɪk
popelka  pə - ˈpɛl - kə
popes  ˈpoʊpz
popeye  ˈpɑ - paɪ
popeye's  ˈpɑ - paɪz
popeyes  ˈpɔ - paɪz
popham  ˈpɑ - fəm
popick  ˈpɑ - pɪk
popiel  ˈpɑ - pil
popieluszko  poʊ - pi - ɛ - ˈlʌ - skoʊ
popik  ˈpoʊ - pɪk
popken  ˈpɑp - kən
popkin  ˈpɑp - kɪn
popko  ˈpoʊp - koʊ
poplar  ˈpɑp - lɚ
poplawski  pə - ˈplɑf - ski
poplin  ˈpɑp - lɪn
popoff  ˈpɑp - ɔf
popolare  pɑ - poʊ - ˈlɑ - ri
popov  ˈpoʊ - pəv
popovic  ˈpɑ - pə - vɪk
popovich  ˈpɑ - pə - vɪtʃ
popowski  pə - ˈpɔfs - ki
popp  ˈpɑp
poppa  ˈpɑ - pə
poppe  ˈpɑp
poppea  ˈpɑ - pi - ə
popped  ˈpɑpt
poppell  ˈpɑ - pəl
poppen  ˈpɑ - pən
popper  ˈpɑ - pɚ
poppers  ˈpɑ - pɚz
poppies  ˈpɑ - piz
popping  ˈpɑ - pɪŋ
poppins  ˈpɑ - pɪnz
popple  ˈpɑ - pəl
poppleton  ˈpɑ - pəl - tɑn
popplewell  ˈpɑ - pəl - wɛl
poppy  ˈpɑ - pi
poppy's  ˈpɑ - piz
poppycock  ˈpɑ - pi - kɔk
pops  ˈpɑps
popsicle  ˈpɑp - sɪ - kəl
populace  ˈpɑ - pyə - ləs
popular  ˈpɑ - pyə - lɚ
popularity  pɑ - pyə - ˈlɛ - rə - ti
popularization  pɑ - pyə - lɚ - ə - ˈzeɪ - ʃən
popularize  ˈpɑ - pyə - lɚ - aɪz
popularized  ˈpɑ - pyə - lɚ - aɪzd
popularizer  ˈpɑ - pyə - lɚ - aɪ - zɚ
popularizing  ˈpɑ - pyə - lɚ - aɪ - zɪŋ
popularly  ˈpɑ - pyə - lɚ - li
populate  ˈpɑ - pyə - leɪt
populated  ˈpɑ - pyə - leɪ - təd
populating  ˈpɑ - pyə - leɪ - tɪŋ
population  pɑ - pyə - ˈleɪ - ʃən
populations  pɑ - pyə - ˈleɪ - ʃənz
populism  ˈpɑ - pyə - lɪ - zəm
populist  ˈpɑ - pyə - ləst
populists  ˈpɑ - pyə - lɪsts
populists(2)  ˈpɑ - pyə - lɪss
populists(3)  ˈpɑ - pyə - lɪs
populous  ˈpɑ - pyə - ləs
popwell  ˈpɑp - wɛl
poquette  pə - ˈkɛt
por  ˈpɔr
porada  pɔ - ˈrɑ - də
porath  ˈpɔ - rəθ
porcaro  pɔr - ˈkɑ - roʊ
porcelain  ˈpɔr - sə - lən
porcelains  ˈpɔr - sə - lənz
porcella  pɔr - ˈtʃɛ - lə
porcelli  pɔr - ˈtʃɛ - li
porcello  pɔr - ˈtʃɛ - loʊ
porch  ˈpɔrtʃ
porcher  ˈpɔr - tʃɚ
porcher(2)  pɔr - ˈʃeɪ
porches  ˈpɔr - tʃəz
porches(2)  ˈpɔr - tʃɪz
porchia  ˈpɔr - ki - ə
porco  ˈpɔr - koʊ
porcupine  ˈpɔr - kyə - paɪn
porcupines  ˈpɔr - kyə - paɪnz
pordy  ˈpɔr - di
pore  ˈpɔr
pored  ˈpɔrd
poremba  pɔ - ˈrɛm - bə
pores  ˈpɔrz
porges  ˈpɔr - dʒɪz
porgy  ˈpɔr - gi
poring  ˈpɔ - rɪŋ
pork  ˈpɔrk
porky  ˈpɔr - ki
porn  ˈpɔrn
porno  ˈpɔr - noʊ
pornographer  pɔr - ˈnɑ - grə - fɚ
pornographers  pɔr - ˈnɑ - grə - fɚz
pornographic  pɔr - nə - ˈgræ - fɪk
pornography  pɔr - ˈnɑ - grə - fi
porous  ˈpɔ - rəs
porphyritic  pɔr - fɚ - ˈɪ - tɪk
porphyry  ˈpɔr - fɚ - i
porpoise  ˈpɔr - pəs
porpoises  ˈpɔr - pə - səz
porr  ˈpɔr
porras  ˈpɔ - rɑz
porrazzo  pɔ - ˈrɑ - zoʊ
porreca  pɔ - ˈrɛ - kə
porretta  pɔ - ˈrɛ - tə
porridge  ˈpɔ - rədʒ
porritt  ˈpɔ - rɪt
porro  ˈpɔ - roʊ
porsche  ˈpɔr - ʃə
porsche's  ˈpɔr - ʃəz
porsche's(2)  ˈpɔr - ʃɪz
porsche(2)  ˈpɔrʃ
porsches  ˈpɔr - ʃɪz
port  ˈpɔrt
port's  ˈpɔrts
port-victoria  ˈpɔrt - vɪk - ˈtɔ - ri - ə
porta  ˈpɔr - tə
portability  pɔr - tə - ˈbɪ - lɪ - ti
portable  ˈpɔr - tə - bəl
portables  ˈpɔr - tə - bəlz
portage  ˈpɔr - tədʒ
portage(2)  ˈpɔr - tɪdʒ
portal  ˈpɔr - təl
portales  pɔr - ˈtɑ - lɛs
portals  ˈpɔr - təlz
portanova  pɔr - tɑ - ˈnoʊ - və
porte  ˈpɔrt
portec  ˈpɔr - tɛk
portec's  ˈpɔr - tɛks
ported  ˈpɔr - tɪd
portee  ˈpɔr - ˈti
portela  pɔr - ˈtɛ - lə
portell  pɔr - ˈteɪl
portelli  pɔr - ˈtɛ - li
portend  pɔr - ˈtɛnd
portending  pɔr - ˈtɛn - dɪŋ
portends  pɔr - ˈtɛndz
portent  ˈpɔr - tɛnt
portentous  pɔr - ˈtɛn - təs
portents  ˈpɔr - tɛnts
porteous  ˈpɔr - ti - ɪs
porter  ˈpɔr - tɚ
porter's  ˈpɔr - tɚz
portera  pɔr - ˈtɛ - rə
porterages  ˈpɔr - tɚ - ɪ - dʒɪz
porterfield  ˈpɔr - tɚ - fild
porters  ˈpɔr - tɚz
portfolio  pɔrt - ˈfoʊ - li - oʊ
portfolio's  pɔrt - ˈfoʊ - li - oʊz
portfolios  pɔrt - ˈfoʊ - li - oʊz
porth  ˈpɔrθ
portia  ˈpɔr - ʃə
portico  ˈpɔr - tə - koʊ
portier  ˈpɔr - ti - ɚ
portilla  pɔr - ˈtɪ - lə
portillo  pɔr - ˈtɪ - loʊ
porting  ˈpɔr - tɪŋ
portion  ˈpɔr - ʃən
portions  ˈpɔr - ʃənz
portis  ˈpɔr - tɪs
portland  ˈpɔrt - lənd
portland's  ˈpɔrt - ləndz
portlock  ˈpɔrt - lɑk
portly  ˈpɔrt - li
portman  ˈpɔrt - mən
portner  ˈpɔrt - nɚ
portney  ˈpɔrt - ni
portnoy  ˈpɔrt - nɔɪ
porto  ˈpɔr - toʊ
portrait  ˈpɔr - trət
portraits  ˈpɔr - trəts
portray  pɔr - ˈtreɪ
portrayal  pɔr - ˈtreɪ - əl
portrayals  pɔr - ˈtreɪ - əlz
portrayed  pɔr - ˈtreɪd
portraying  pɔr - ˈtreɪ - ɪŋ
portrays  pɔr - ˈtreɪz
ports  ˈpɔrts
portsmouth  ˈpɔrts - məθ
portugal  ˈpɔr - tʃə - gəl
portugal's  ˈpɔr - tʃə - gəlz
portugalia  pɔr - ˈtʃu - ˈgeɪ - li - ə
portuguese  ˈpɔr - tʃə - giz
portwood  ˈpɔrt - wʊd
portz  ˈpɔrts
porzio  ˈpɔr - zi - oʊ
pos  ˈpɑs
pos(2)  ˈpi - ˈoʊ - ˈɛs
posa  ˈpoʊ - sə
posada  poʊ - ˈsɑ - də
posavina  poʊ - sə - ˈvi - nə
posavina(2)  pɔ - sə - ˈvi - nə
posch  ˈpɔʃ
posco  ˈpɔ - skoʊ
pose  ˈpoʊz
posed  ˈpoʊzd
poseidon  pə - ˈsaɪ - dən
poseidon's  pə - ˈsaɪ - dənz
posen  ˈpoʊ - zən
poser  ˈpoʊ - zɚ
poses  ˈpoʊ - zəz
poses(2)  ˈpoʊ - zɪz
posey  ˈpoʊ - zi
posh  ˈpɑʃ
poshard  ˈpɑ - ʃɚd
posing  ˈpoʊ - zɪŋ
posit  ˈpɑ - zət
posited  ˈpɑ - zə - təd
position  pə - ˈzɪ - ʃən
positioned  pə - ˈzɪ - ʃənd
positioning  pə - ˈzɪ - ʃən - ɪŋ
positions  pə - ˈzɪ - ʃənz
positive  ˈpɑ - zə - tɪv
positively  ˈpɑ - zə - tɪv - li
positives  ˈpɑ - zə - tɪvz
positivism  ˈpɑ - zə - tɪ - vɪ - zəm
positron  ˈpɑ - zə - trɑn
positrons  ˈpɑ - zə - trɑnz
posits  ˈpɑ - zəts
posluns  ˈpɔz - lənz
posluszny  pəs - ˈlʌʃ - ni
posner  ˈpoʊz - nɚ
posner's  ˈpoʊz - nɚz
posner's(2)  ˈpɔz - nɚz
posner(2)  ˈpɔz - nɚ
posners  ˈpoʊz - nɚz
posners(2)  ˈpɔz - nɚz
posnick  ˈpɔs - nɪk
pospisil  poʊs - pi - ˈsil
poss  ˈpɔs
posse  ˈpɑ - si
possehl  ˈpɑ - səl
posses  ˈpɑ - siz
possess  pə - ˈzɛs
possessed  pə - ˈzɛst
possesses  pə - ˈzɛ - səz
possesses(2)  pə - ˈzɛ - sɪz
possessing  pə - ˈzɛ - sɪŋ
possession  pə - ˈzɛ - ʃən
